id_koicand,cks_disp,morton_disp,mullaly_disp,nea_disp
K00001.01,CP,CP,CP,CP
K00002.01,CP,CP,CP,CP
K00003.01,CP,CP,CP,CP
K00006.01,FP,FP,FP,FP
K00007.01,CP,CP,CP,CP
K00008.01,FP,FP,FP,FP
K00010.01,CP,CP,CP,CP
K00017.01,CP,CP,CP,CP
K00018.01,CP,CP,CP,CP
K00020.01,CP,CP,CP,CP
K00022.01,CP,CP,CP,CP
K00041.01,CP,CP,CP,CP
K00041.02,CP,CP,CP,CP
K00041.03,CP,CP,CP,CP
K00042.01,CP,CP,CP,CP
K00046.01,CP,CP,CP,CP
K00046.02,CP,CP,CP,CP
K00049.01,CP,PC,CP,CP
K00063.01,CP,CP,CP,CP
K00064.01,PC,PC,ND,PC
K00069.01,CP,CP,CP,CP
K00070.01,CP,CP,CP,CP
K00070.02,CP,CP,CP,CP
K00070.03,CP,CP,CP,CP
K00070.04,CP,CP,CP,CP
K00070.05,CP,CP,CP,CP
K00072.01,CP,CP,CP,CP
K00072.02,CP,CP,CP,CP
K00075.01,PC,PC,PC,PC
K00082.01,CP,CP,CP,CP
K00082.02,CP,CP,CP,CP
K00082.03,CP,CP,CP,CP
K00082.04,CP,CP,CP,CP
K00082.05,CP,CP,CP,CP
K00084.01,CP,CP,CP,CP
K00085.01,CP,CP,CP,CP
K00085.02,CP,CP,CP,CP
K00085.03,CP,CP,CP,CP
K00087.01,CP,CP,CP,CP
K00092.01,PC,PC,PC,PC
K00094.01,CP,CP,CP,CP
K00094.02,CP,CP,CP,CP
K00094.03,CP,CP,CP,CP
K00094.04,CP,CP,CP,CP
K00097.01,CP,CP,CP,CP
K00098.01,CP,CP,CP,CP
K00099.01,PC,nodata,ND,PC
K00099.02,FP,nodata,FP,FP
K00102.01,PC,PC,ND,PC
K00102.02,FP,FP,ND,FP
K00103.01,PC,PC,ND,PC
K00104.01,CP,CP,CP,CP
K00105.01,CP,PC,CP,CP
K00107.01,CP,PC,CP,CP
K00108.01,CP,CP,CP,CP
K00108.02,CP,CP,CP,CP
K00110.01,CP,PC,CP,CP
K00111.01,CP,CP,CP,CP
K00111.02,CP,CP,CP,CP
K00111.03,CP,CP,CP,CP
K00111.04,FP,nodata,ND,FP
K00112.01,CP,PC,CP,CP
K00112.02,CP,PC,CP,CP
K00113.01,FP,nodata,FP,FP
K00115.01,CP,CP,CP,CP
K00115.02,CP,CP,CP,CP
K00115.03,PC,nodata,ND,PC
K00116.01,CP,CP,CP,CP
K00116.02,CP,CP,CP,CP
K00116.03,CP,CP,CP,CP
K00116.04,CP,CP,CP,CP
K00117.01,CP,CP,CP,CP
K00117.02,CP,CP,CP,CP
K00117.03,CP,CP,CP,CP
K00117.04,CP,CP,CP,CP
K00118.01,CP,PC,CP,CP
K00119.01,CP,CP,CP,CP
K00119.02,CP,CP,CP,CP
K00122.01,CP,CP,CP,CP
K00123.01,CP,CP,CP,CP
K00123.02,CP,CP,CP,CP
K00124.01,CP,CP,CP,CP
K00124.02,CP,CP,CP,CP
K00127.01,CP,CP,CP,CP
K00128.01,CP,CP,CP,CP
K00134.01,FP,nodata,ND,FP
K00135.01,CP,CP,CP,CP
K00137.01,CP,CP,CP,CP
K00137.02,CP,CP,CP,CP
K00137.03,CP,CP,CP,CP
K00139.01,CP,CP,CP,CP
K00139.02,CP,CP,CP,CP
K00141.01,PC,PC,ND,PC
K00142.01,CP,nodata,CP,CP
K00142.02,FP,nodata,ND,FP
K00144.01,CP,PC,CP,CP
K00145.01,PC,PC,PC,PC
K00148.01,CP,CP,CP,CP
K00148.02,CP,CP,CP,CP
K00148.03,CP,CP,CP,CP
K00149.01,CP,PC,CP,CP
K00150.01,CP,CP,CP,CP
K00150.02,CP,CP,CP,CP
K00152.01,CP,CP,CP,CP
K00152.02,CP,CP,CP,CP
K00152.03,CP,CP,CP,CP
K00152.04,CP,CP,CP,CP
K00153.01,CP,CP,CP,CP
K00153.02,CP,CP,CP,CP
K00155.01,CP,PC,CP,CP
K00156.01,CP,CP,CP,CP
K00156.02,CP,CP,CP,CP
K00156.03,CP,CP,CP,CP
K00157.01,CP,CP,CP,CP
K00157.02,CP,CP,CP,CP
K00157.03,CP,CP,CP,CP
K00157.04,CP,CP,CP,CP
K00157.05,CP,CP,CP,CP
K00157.06,CP,CP,CP,CP
K00159.01,CP,CP,CP,CP
K00159.02,CP,CP,CP,CP
K00161.01,CP,PC,CP,CP
K00162.01,CP,PC,CP,CP
K00163.01,CP,PC,CP,CP
K00165.01,CP,PC,CP,CP
K00166.01,CP,PC,CP,CP
K00167.01,CP,PC,CP,CP
K00168.01,CP,CP,CP,CP
K00168.02,CP,CP,CP,CP
K00168.03,CP,CP,CP,CP
K00171.01,CP,CP,CP,CP
K00171.02,CP,CP,CP,CP
K00172.01,CP,CP,CP,CP
K00172.02,CP,CP,CP,CP
K00173.01,CP,PC,CP,CP
K00174.01,CP,PC,CP,CP
K00176.01,CP,PC,CP,CP
K00177.01,PC,PC,ND,PC
K00179.01,CP,PC,CP,CP
K00179.02,CP,nodata,CP,CP
K00180.01,CP,PC,CP,CP
K00186.01,CP,PC,CP,CP
K00191.01,CP,PC,CP,CP
K00191.02,PC,PC,ND,PC
K00191.03,PC,PC,ND,PC
K00191.04,CP,PC,CP,CP
K00193.01,FP,FP,ND,FP
K00195.01,CP,CP,CP,CP
K00197.01,CP,PC,CP,CP
K00201.01,CP,PC,CP,CP
K00203.01,CP,CP,CP,CP
K00209.01,CP,CP,CP,CP
K00209.02,CP,CP,CP,CP
K00211.01,PC,PC,PC,PC
K00214.01,CP,CP,CP,CP
K00232.01,CP,CP,CP,CP
K00232.02,CP,CP,CP,CP
K00232.03,CP,CP,CP,CP
K00232.04,CP,CP,CP,CP
K00232.05,CP,CP,CP,CP
K00237.01,CP,PC,CP,CP
K00238.01,CP,CP,CP,CP
K00238.02,CP,CP,CP,CP
K00238.03,FP,nodata,FP,FP
K00241.01,CP,CP,CP,CP
K00241.02,CP,CP,CP,CP
K00241.03,CP,CP,CP,CP
K00244.01,CP,CP,CP,CP
K00244.02,CP,CP,CP,CP
K00245.01,CP,CP,CP,CP
K00245.02,CP,CP,CP,CP
K00245.03,CP,nodata,CP,CP
K00245.04,FP,nodata,CP,CP
K00246.01,CP,CP,CP,CP
K00246.02,CP,CP,CP,CP
K00257.01,CP,PC,CP,CP
K00260.01,CP,CP,CP,CP
K00260.02,CP,CP,CP,CP
K00260.03,CP,CP,CP,CP
K00261.01,CP,CP,CP,CP
K00262.01,CP,CP,CP,CP
K00262.02,CP,CP,CP,CP
K00263.01,FP,FP,FP,FP
K00265.01,CP,PC,CP,CP
K00266.01,CP,PC,CP,CP
K00266.02,PC,PC,PC,PC
K00268.01,PC,PC,PC,PC
K00269.01,PC,PC,ND,PC
K00270.01,CP,CP,CP,CP
K00270.02,CP,CP,CP,CP
K00271.01,CP,CP,CP,CP
K00271.02,CP,CP,CP,CP
K00271.03,CP,CP,CP,CP
K00273.01,CP,PC,CP,CP
K00274.01,CP,CP,CP,CP
K00274.02,CP,CP,CP,CP
K00275.01,CP,CP,CP,CP
K00275.02,CP,CP,CP,CP
K00276.01,CP,PC,CP,CP
K00277.01,CP,CP,CP,CP
K00277.02,CP,CP,CP,CP
K00279.01,CP,CP,CP,CP
K00279.02,CP,CP,CP,CP
K00279.03,CP,nodata,CP,CP
K00280.01,PC,PC,ND,PC
K00281.01,CP,PC,CP,CP
K00282.01,CP,CP,CP,CP
K00282.02,CP,CP,CP,CP
K00282.03,CP,CP,CP,CP
K00283.01,CP,CP,CP,CP
K00283.02,CP,CP,CP,CP
K00283.03,PC,PC,nodata,PC
K00284.01,CP,CP,CP,CP
K00284.02,CP,CP,CP,CP
K00284.03,CP,CP,CP,CP
K00284.04,CP,PC,CP,CP
K00285.01,CP,CP,CP,CP
K00285.02,CP,CP,CP,CP
K00285.03,CP,CP,CP,CP
K00288.01,FP,FP,ND,FP
K00289.01,PC,PC,PC,PC
K00289.02,CP,PC,CP,CP
K00291.01,CP,CP,CP,CP
K00291.02,CP,CP,CP,CP
K00292.01,CP,CP,CP,CP
K00294.01,CP,PC,CP,CP
K00295.01,CP,CP,CP,CP
K00295.02,CP,CP,CP,CP
K00296.01,CP,PC,CP,CP
K00297.01,CP,PC,CP,CP
K00299.01,CP,CP,CP,CP
K00301.01,CP,CP,CP,CP
K00301.02,CP,CP,CP,CP
K00303.01,CP,PC,CP,CP
K00304.01,CP,PC,CP,CP
K00304.02,PC,PC,ND,PC
K00305.01,CP,CP,CP,CP
K00306.01,CP,PC,CP,CP
K00307.01,CP,PC,CP,CP
K00307.02,CP,PC,CP,CP
K00308.01,PC,PC,ND,PC
K00312.01,CP,CP,CP,CP
K00312.02,CP,CP,CP,CP
K00313.01,CP,CP,CP,CP
K00313.02,CP,CP,CP,CP
K00315.01,PC,PC,ND,PC
K00316.01,CP,CP,CP,CP
K00316.02,CP,CP,CP,CP
K00316.03,PC,PC,PC,PC
K00317.01,CP,PC,CP,CP
K00318.01,CP,PC,CP,CP
K00319.01,PC,PC,ND,PC
K00321.01,CP,CP,CP,CP
K00321.02,CP,CP,CP,CP
K00323.01,CP,PC,CP,CP
K00327.01,CP,CP,CP,CP
K00327.02,CP,CP,CP,CP
K00328.01,FP,FP,ND,FP
K00330.01,CP,PC,CP,CP
K00330.02,CP,PC,CP,CP
K00331.01,CP,PC,CP,CP
K00332.01,CP,PC,CP,CP
K00332.02,PC,PC,ND,PC
K00333.01,CP,PC,CP,CP
K00337.01,CP,PC,CP,CP
K00337.02,PC,nodata,PC,PC
K00338.01,CP,CP,CP,CP
K00338.02,CP,CP,CP,CP
K00339.01,CP,PC,CP,CP
K00339.02,CP,PC,CP,CP
K00339.03,PC,PC,ND,PC
K00340.01,FP,FP,ND,FP
K00341.01,CP,CP,CP,CP
K00341.02,CP,CP,CP,CP
K00343.01,CP,CP,CP,CP
K00343.02,CP,CP,CP,CP
K00343.03,CP,CP,CP,CP
K00344.01,CP,PC,CP,CP
K00345.01,CP,PC,CP,CP
K00346.01,CP,PC,CP,CP
K00348.01,CP,PC,CP,CP
K00349.01,PC,PC,ND,PC
K00350.01,PC,PC,ND,PC
K00351.01,CP,CP,CP,CP
K00351.02,CP,nodata,CP,CP
K00351.03,CP,nodata,CP,CP
K00351.04,CP,nodata,CP,CP
K00351.05,CP,nodata,CP,CP
K00351.06,CP,nodata,CP,CP
K00351.07,PC,nodata,ND,PC
K00352.01,CP,CP,CP,CP
K00352.02,CP,CP,CP,CP
K00355.01,CP,PC,CP,CP
K00356.01,CP,PC,CP,CP
K00360.01,FP,FP,FP,FP
K00361.01,CP,PC,CP,CP
K00364.01,PC,nodata,ND,PC
K00365.01,CP,PC,CP,CP
K00365.02,FP,nodata,FP,FP
K00367.01,PC,PC,ND,PC
K00369.01,CP,CP,CP,CP
K00369.02,CP,CP,CP,CP
K00370.01,CP,CP,CP,CP
K00370.02,CP,CP,CP,CP
K00371.01,PC,PC,PC,PC
K00371.02,FP,FP,nodata,FP
K00372.01,CP,PC,CP,CP
K00373.01,PC,PC,PC,PC
K00374.01,CP,PC,CP,CP
K00375.01,PC,nodata,ND,PC
K00377.01,CP,CP,CP,CP
K00377.02,CP,nodata,CP,CP
K00377.03,CP,nodata,CP,CP
K00379.01,FP,FP,ND,FP
K00379.02,PC,PC,ND,PC
K00384.01,CP,PC,CP,CP
K00385.01,CP,PC,CP,CP
K00386.01,CP,CP,CP,CP
K00386.02,CP,CP,CP,CP
K00387.01,CP,PC,CP,CP
K00388.01,PC,PC,ND,PC
K00392.01,CP,CP,CP,CP
K00392.02,CP,CP,CP,CP
K00393.01,CP,PC,CP,CP
K00399.01,FP,FP,ND,FP
K00401.01,CP,CP,CP,CP
K00401.02,CP,CP,CP,CP
K00401.03,CP,CP,CP,CP
K00403.01,FP,FP,ND,FP
K00408.01,CP,CP,CP,CP
K00408.02,CP,CP,CP,CP
K00408.03,CP,CP,CP,CP
K00408.04,CP,CP,CP,CP
K00409.01,CP,PC,CP,CP
K00415.01,PC,PC,PC,PC
K00416.01,CP,CP,CP,CP
K00416.02,CP,CP,CP,CP
K00416.03,PC,PC,PC,PC
K00416.04,PC,PC,nodata,PC
K00427.01,PC,PC,PC,PC
K00427.02,CP,PC,CP,CP
K00427.03,CP,PC,CP,CP
K00431.01,CP,CP,CP,CP
K00431.02,CP,CP,CP,CP
K00433.01,CP,PC,CP,CP
K00433.02,CP,PC,CP,CP
K00435.01,CP,PC,CP,CP
K00435.02,PC,nodata,ND,PC
K00435.03,CP,CP,CP,CP
K00435.04,CP,PC,CP,CP
K00435.05,CP,CP,CP,CP
K00435.06,CP,PC,CP,CP
K00439.01,CP,PC,CP,CP
K00439.02,FP,nodata,ND,FP
K00440.01,CP,CP,CP,CP
K00440.02,CP,CP,CP,CP
K00442.01,CP,CP,CP,CP
K00442.02,CP,CP,CP,CP
K00442.03,CP,PC,CP,CP
K00444.01,CP,PC,CP,CP
K00446.01,CP,CP,CP,CP
K00446.02,CP,CP,CP,CP
K00448.01,CP,CP,CP,CP
K00448.02,CP,CP,CP,CP
K00456.01,CP,CP,CP,CP
K00456.02,CP,CP,CP,CP
K00457.01,CP,CP,CP,CP
K00457.02,CP,CP,CP,CP
K00459.01,CP,CP,CP,CP
K00459.02,CP,CP,CP,CP
K00464.01,CP,PC,CP,CP
K00464.02,CP,PC,CP,CP
K00465.01,FP,nodata,ND,FP
K00466.01,PC,PC,ND,PC
K00474.01,CP,CP,CP,CP
K00474.02,CP,CP,CP,CP
K00474.03,PC,PC,PC,PC
K00474.04,CP,CP,CP,CP
K00475.01,CP,CP,CP,CP
K00475.02,CP,CP,CP,CP
K00479.01,CP,PC,CP,CP
K00481.01,CP,CP,CP,CP
K00481.02,CP,PC,CP,CP
K00481.03,CP,CP,CP,CP
K00486.01,CP,PC,CP,CP
K00490.01,CP,CP,CP,CP
K00490.02,CP,nodata,CP,CP
K00490.03,CP,CP,CP,CP
K00490.04,CP,PC,CP,CP
K00500.01,CP,CP,CP,CP
K00500.02,CP,CP,CP,CP
K00500.03,CP,CP,CP,CP
K00500.04,CP,CP,CP,CP
K00500.05,CP,PC,CP,CP
K00505.01,CP,CP,CP,CP
K00505.02,CP,CP,CP,CP
K00505.03,CP,CP,CP,CP
K00505.04,CP,CP,CP,CP
K00505.05,CP,CP,CP,CP
K00508.01,CP,CP,CP,CP
K00508.02,CP,CP,CP,CP
K00509.01,CP,CP,CP,CP
K00509.02,CP,CP,CP,CP
K00509.03,CP,CP,CP,CP
K00510.01,CP,CP,CP,CP
K00510.02,CP,CP,CP,CP
K00510.03,CP,CP,CP,CP
K00510.04,CP,CP,CP,CP
K00511.01,CP,CP,CP,CP
K00511.02,CP,CP,CP,CP
K00517.01,CP,PC,CP,CP
K00518.01,CP,CP,CP,CP
K00518.02,CP,CP,CP,CP
K00518.03,CP,CP,CP,CP
K00519.01,CP,CP,CP,CP
K00519.02,CP,CP,CP,CP
K00520.01,CP,CP,CP,CP
K00520.02,CP,CP,CP,CP
K00520.03,CP,CP,CP,CP
K00520.04,CP,PC,CP,CP
K00523.01,CP,CP,CP,CP
K00523.02,CP,CP,CP,CP
K00528.01,CP,CP,CP,CP
K00528.02,CP,CP,CP,CP
K00528.03,CP,CP,CP,CP
K00534.01,CP,CP,CP,CP
K00534.02,CP,CP,CP,CP
K00543.01,CP,CP,CP,CP
K00543.02,CP,CP,CP,CP
K00546.01,CP,CP,CP,CP
K00546.02,CP,CP,CP,CP
K00548.01,CP,PC,CP,CP
K00550.01,CP,PC,CP,CP
K00551.01,CP,CP,CP,CP
K00551.02,CP,CP,CP,CP
K00555.01,CP,PC,CP,CP
K00555.02,PC,PC,PC,PC
K00561.01,CP,PC,CP,CP
K00564.01,CP,PC,CP,CP
K00564.02,CP,PC,CP,CP
K00564.03,CP,PC,CP,CP
K00567.01,CP,CP,CP,CP
K00567.02,CP,CP,CP,CP
K00567.03,CP,CP,CP,CP
K00568.01,CP,PC,CP,CP
K00568.02,CP,PC,CP,CP
K00569.01,CP,CP,CP,CP
K00569.02,CP,CP,CP,CP
K00572.01,CP,CP,CP,CP
K00572.02,CP,CP,CP,CP
K00573.01,CP,CP,CP,CP
K00573.02,CP,CP,CP,CP
K00574.01,CP,CP,CP,CP
K00574.02,CP,CP,CP,CP
K00577.01,PC,PC,ND,PC
K00577.02,CP,PC,CP,CP
K00579.01,CP,CP,CP,CP
K00579.02,CP,CP,CP,CP
K00582.01,CP,PC,CP,CP
K00582.02,CP,CP,CP,CP
K00582.03,CP,CP,CP,CP
K00584.01,CP,CP,CP,CP
K00584.02,CP,CP,CP,CP
K00584.03,CP,PC,CP,CP
K00590.01,CP,CP,CP,CP
K00590.02,CP,CP,CP,CP
K00597.01,CP,CP,CP,CP
K00597.02,CP,CP,CP,CP
K00597.03,CP,CP,CP,CP
K00598.01,CP,CP,CP,CP
K00598.02,CP,CP,CP,CP
K00600.01,CP,PC,CP,CP
K00600.02,PC,nodata,PC,PC
K00601.01,CP,PC,CP,CP
K00601.02,PC,PC,ND,PC
K00601.03,CP,PC,CP,CP
K00611.01,PC,PC,ND,PC
K00612.01,CP,CP,CP,CP
K00612.02,CP,CP,CP,CP
K00612.03,PC,PC,PC,PC
K00620.01,CP,CP,CP,CP
K00620.02,CP,CP,CP,CP
K00620.03,CP,CP,CP,CP
K00623.01,CP,CP,CP,CP
K00623.02,CP,CP,CP,CP
K00623.03,CP,CP,CP,CP
K00623.04,CP,CP,CP,CP
K00624.01,CP,CP,CP,CP
K00624.02,CP,CP,CP,CP
K00624.03,CP,PC,CP,CP
K00626.01,CP,PC,CP,CP
K00626.02,PC,PC,ND,PC
K00627.01,CP,PC,CP,CP
K00627.02,CP,PC,CP,CP
K00628.01,CP,PC,CP,CP
K00629.01,CP,PC,CP,CP
K00632.01,CP,PC,CP,CP
K00633.01,CP,PC,CP,CP
K00635.01,PC,PC,ND,PC
K00638.01,CP,CP,CP,CP
K00638.02,CP,CP,CP,CP
K00639.01,CP,PC,CP,CP
K00640.01,CP,PC,CP,CP
K00644.01,FP,FP,ND,FP
K00645.01,CP,PC,CP,CP
K00645.02,PC,PC,ND,PC
K00647.01,CP,PC,CP,CP
K00647.02,PC,PC,ND,PC
K00649.01,CP,PC,CP,CP
K00649.02,PC,nodata,PC,PC
K00650.01,PC,PC,ND,PC
K00654.01,CP,CP,CP,CP
K00654.02,CP,CP,CP,CP
K00655.01,CP,CP,CP,CP
K00655.02,CP,CP,CP,CP
K00657.01,CP,CP,CP,CP
K00657.02,CP,CP,CP,CP
K00658.01,CP,CP,CP,CP
K00658.02,CP,CP,CP,CP
K00658.03,CP,CP,CP,CP
K00659.01,CP,PC,CP,CP
K00660.01,CP,PC,CP,CP
K00661.01,CP,CP,CP,CP
K00661.02,CP,CP,CP,CP
K00662.01,CP,PC,CP,CP
K00664.01,CP,CP,CP,CP
K00664.02,CP,CP,CP,CP
K00664.03,CP,CP,CP,CP
K00665.01,CP,CP,CP,CP
K00665.02,CP,CP,CP,CP
K00665.03,CP,CP,CP,CP
K00666.01,CP,PC,CP,CP
K00670.01,CP,PC,CP,CP
K00671.01,CP,CP,CP,CP
K00671.02,CP,CP,CP,CP
K00671.03,CP,CP,CP,CP
K00671.04,CP,CP,CP,CP
K00672.01,CP,CP,CP,CP
K00672.02,CP,CP,CP,CP
K00672.03,FP,FP,ND,FP
K00673.01,CP,PC,CP,CP
K00674.01,CP,PC,CP,CP
K00678.01,CP,CP,CP,CP
K00678.02,CP,CP,CP,CP
K00679.01,CP,CP,CP,CP
K00679.02,CP,CP,CP,CP
K00680.01,CP,CP,CP,CP
K00682.01,PC,nodata,ND,PC
K00683.01,PC,PC,PC,PC
K00684.01,PC,PC,ND,PC
K00685.01,CP,PC,CP,CP
K00686.01,PC,PC,PC,PC
K00687.01,PC,PC,ND,PC
K00688.01,CP,PC,CP,CP
K00689.01,CP,PC,CP,CP
K00691.01,PC,PC,ND,PC
K00691.02,CP,PC,CP,CP
K00692.01,CP,CP,CP,CP
K00692.02,CP,CP,CP,CP
K00693.01,CP,CP,CP,CP
K00693.02,CP,CP,CP,CP
K00694.01,CP,PC,CP,CP
K00695.01,CP,PC,CP,CP
K00697.01,CP,PC,CP,CP
K00700.01,CP,CP,CP,CP
K00700.02,CP,CP,CP,CP
K00700.03,CP,CP,CP,CP
K00700.04,CP,CP,CP,CP
K00701.01,CP,CP,CP,CP
K00701.02,CP,CP,CP,CP
K00701.03,CP,CP,CP,CP
K00701.04,CP,CP,CP,CP
K00701.05,CP,CP,CP,CP
K00703.01,FP,FP,ND,FP
K00704.01,PC,PC,ND,PC
K00707.01,CP,CP,CP,CP
K00707.02,CP,CP,CP,CP
K00707.03,CP,CP,CP,CP
K00707.04,CP,CP,CP,CP
K00707.05,CP,CP,CP,CP
K00708.01,CP,CP,CP,CP
K00708.02,CP,CP,CP,CP
K00709.01,CP,PC,CP,CP
K00710.01,CP,CP,CP,CP
K00710.02,CP,CP,CP,CP
K00710.03,CP,PC,CP,CP
K00711.01,CP,CP,CP,CP
K00711.02,CP,CP,CP,CP
K00711.03,CP,PC,CP,CP
K00712.01,FP,FP,FP,FP
K00714.01,CP,PC,CP,CP
K00717.01,CP,PC,CP,CP
K00717.02,CP,PC,CP,CP
K00718.01,CP,CP,CP,CP
K00718.02,CP,CP,CP,CP
K00718.03,CP,CP,CP,CP
K00719.01,CP,CP,CP,CP
K00719.02,CP,CP,CP,CP
K00719.03,CP,CP,CP,CP
K00719.04,CP,CP,CP,CP
K00720.01,CP,CP,CP,CP
K00720.02,CP,CP,CP,CP
K00720.03,CP,CP,CP,CP
K00720.04,CP,CP,CP,CP
K00721.01,CP,PC,CP,CP
K00722.01,CP,PC,CP,CP
K00723.01,CP,CP,CP,CP
K00723.02,CP,CP,CP,CP
K00723.03,CP,CP,CP,CP
K00730.01,CP,CP,CP,CP
K00730.02,CP,CP,CP,CP
K00730.03,CP,CP,CP,CP
K00730.04,CP,CP,CP,CP
K00732.01,CP,PC,CP,CP
K00732.02,PC,PC,ND,PC
K00732.03,PC,PC,ND,PC
K00733.01,CP,CP,CP,CP
K00733.02,CP,CP,CP,CP
K00733.03,CP,CP,CP,CP
K00733.04,CP,CP,CP,CP
K00734.01,CP,PC,CP,CP
K00734.02,PC,PC,PC,PC
K00738.01,CP,CP,CP,CP
K00738.02,CP,CP,CP,CP
K00749.01,CP,CP,CP,CP
K00749.02,CP,CP,CP,CP
K00749.03,CP,CP,CP,CP
K00752.01,CP,CP,CP,CP
K00752.02,CP,CP,CP,CP
K00756.01,CP,CP,CP,CP
K00756.02,CP,CP,CP,CP
K00756.03,CP,CP,CP,CP
K00757.01,CP,CP,CP,CP
K00757.02,CP,CP,CP,CP
K00757.03,CP,CP,CP,CP
K00759.01,CP,CP,CP,CP
K00759.02,CP,CP,CP,CP
K00760.01,PC,PC,ND,PC
K00771.01,PC,nodata,ND,PC
K00800.01,CP,CP,CP,CP
K00800.02,CP,CP,CP,CP
K00806.01,CP,CP,CP,CP
K00806.02,CP,CP,CP,CP
K00806.03,CP,nodata,CP,CP
K00806.04,FP,nodata,ND,FP
K00806.05,FP,nodata,ND,FP
K00825.01,CP,CP,CP,CP
K00825.02,CP,CP,CP,CP
K00829.01,CP,CP,CP,CP
K00829.02,CP,CP,CP,CP
K00829.03,CP,CP,CP,CP
K00834.01,CP,CP,CP,CP
K00834.02,CP,CP,CP,CP
K00834.03,CP,CP,CP,CP
K00834.04,CP,CP,CP,CP
K00834.05,CP,CP,CP,CP
K00835.01,CP,CP,CP,CP
K00835.02,CP,CP,CP,CP
K00837.01,CP,CP,CP,CP
K00837.02,CP,CP,CP,CP
K00841.01,CP,CP,CP,CP
K00841.02,CP,CP,CP,CP
K00841.03,PC,PC,PC,PC
K00841.04,PC,PC,PC,PC
K00841.05,FP,nodata,FP,FP
K00853.01,CP,CP,CP,CP
K00853.02,CP,CP,CP,CP
K00857.01,CP,CP,CP,CP
K00857.02,CP,CP,CP,CP
K00864.01,CP,CP,CP,CP
K00864.02,CP,CP,CP,CP
K00864.03,CP,CP,CP,CP
K00869.01,CP,CP,CP,CP
K00869.02,CP,CP,CP,CP
K00869.03,CP,CP,CP,CP
K00869.04,CP,PC,CP,CP
K00870.01,CP,CP,CP,CP
K00870.02,CP,CP,CP,CP
K00872.01,CP,CP,CP,CP
K00872.02,CP,CP,CP,CP
K00874.01,CP,CP,CP,CP
K00874.02,CP,CP,CP,CP
K00880.01,CP,CP,CP,CP
K00880.02,CP,CP,CP,CP
K00880.03,CP,CP,CP,CP
K00880.04,CP,CP,CP,CP
K00881.01,CP,PC,CP,CP
K00881.02,CP,PC,CP,CP
K00884.01,CP,CP,CP,CP
K00884.02,CP,CP,CP,CP
K00884.03,CP,CP,CP,CP
K00889.01,CP,CP,CP,CP
K00892.01,CP,PC,CP,CP
K00892.02,PC,PC,ND,PC
K00896.01,CP,CP,CP,CP
K00896.02,CP,CP,CP,CP
K00896.03,PC,PC,PC,PC
